+380000000110,0
+380000000111,0
+380000000112,0
+380000000113,0
+380000000114,0
+380000000115,0
+380000000116,0
+380000000117,0
+380000000118,0
+380000000119,0
+380000000120,0
+380000000121,0
+380000000122,0
+380000000123,0
+380000000124,0
+380000000125,0
+380000000126,0
+380000000127,0
+380000000128,0
+380000000129,0
+380000000130,0
+380000000131,0
+380000000132,0
+380000000133,0
+380000000134,0
+380000000135,0
+380000000136,0
+380000000137,0
+380000000138,0
+380000000139,0
+380000000140,0
+380000000141,0
+380000000142,0
+380000000143,0
+380000000144,0
+380000000145,0
+380000000146,0
+380000000147,0
+380000000148,0
+380000000149,0
+380000000150,0
+380000000151,0
+380000000152,0
+380000000153,0
+380000000154,0
+380000000155,0
+380000000156,0
+380000000157,0
+380000000158,0
+380000000159,0
+380000000210,1
+380000000211,1
+380000000212,1
+380000000213,1
+380000000214,1
+380000000215,1
+380000000216,1
+380000000217,1
+380000000218,1
+380000000219,1
+380000000220,1
+380000000221,1
+380000000222,1
+380000000223,1
+380000000224,1
+380000000225,1
+380000000226,1
+380000000227,1
+380000000228,1
+380000000229,1
+380000000230,1
+380000000231,1
+380000000232,1
+380000000233,1
+380000000234,1
+380000000235,1
+380000000236,1
+380000000237,1
+380000000238,1
+380000000239,1
+380000000240,1
+380000000241,1
+380000000242,1
+380000000243,1
+380000000244,1
+380000000245,1
+380000000246,1
+380000000247,1
+380000000248,1
+380000000249,1
+380000000250,1
+380000000251,1
+380000000252,1
+380000000253,1
+380000000254,1
+380000000255,1
+380000000256,1
+380000000257,1
+380000000258,1
+380000000259,1
